"389A2A304NH7RKOQLRNWBNDV4FQC0O","3EO896NRAWVX2RPHJNXU6MNFN98JT1",197,"Approved","Mon Jan 16 18:55:41 PST 2017","Tue Jan 17 07:41:43 PST 2017",,,194,"12473__erm_19__add_21 0","12473__add_23__add_21 3",,,,,,"7669__distributed_17__charge_18 3","435__actually_14__reverse_17 1","435__beginning_15__reverse_17 0",,,,,"2196__youth_17__-spent_16 0","216__equal_17__status_22 3","216__superior_21__status_22 3",,,,,"12565__cos_3__shared_7 3","7676__system_60__specified_61 3","7676__[formula_63__specified_61 3",,,,,"1137__moving_6__deeply_5 3","261__power_6__giving_4 3","261__improve_15__giving_4 1",,,,,"296__doodlings_15__-absorbed_13 3",3,1,0,,
"389A2A304NH7RKOQLRNWBNDV4FQC0O","3K772S5NP8BZM2CU5S5EVN7Z78PHEE",198,"Rejected","Mon Jan 16 22:29:38 PST 2017",,"Tue Jan 17 07:41:44 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",129,"12473__erm_19__add_21 1","12473__add_23__add_21 1",,,,,,"7669__distributed_17__charge_18 1","435__actually_14__reverse_17 1",,,,,,"2196__youth_17__-spent_16 1","216__equal_17__status_22 1","216__superior_21__status_22 1",,,,,"12565__cos_3__shared_7 2","7676__system_60__specified_61 1","7676__[formula_63__specified_61 1",,,,,,"261__power_6__giving_4 1","261__improve_15__giving_4 1",,,,,"296__doodlings_15__-absorbed_13 1",3,1,0,,
"389A2A304NH7RKOQLRNWBNDV4FQC0O","3WMINLGALB35FHK23VPRODKS900ACF",179,"Approved","Mon Jan 16 14:11:40 PST 2017","Tue Jan 17 07:41:44 PST 2017",,,129,"12473__erm_19__add_21 0","12473__add_23__add_21 0",,,,,,"7669__distributed_17__charge_18 0","435__actually_14__reverse_17 0","435__beginning_15__reverse_17 0",,,,,"2196__youth_17__-spent_16 1","216__equal_17__status_22 0","216__superior_21__status_22 0",,,,,"12565__cos_3__shared_7 0","7676__system_60__specified_61 0","7676__[formula_63__specified_61 0",,,,,"1137__moving_6__deeply_5 1","261__power_6__giving_4 0","261__improve_15__giving_4 0",,,,,"296__doodlings_15__-absorbed_13 3",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","35K3O9HUABDF86LOA2HES2VMRTWEFX",199,"Rejected","Tue Jan 17 07:45:39 PST 2017",,"Tue Jan 17 10:10:30 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",113,"1445__sort_2__system_4 1","1445__justice_6__system_4 2",,,,,,"7676__obtained_6__follows_18 1","7731__lines_40__flow_43 2","7731__current_42__flow_43 1",,,,,"5954__bushes_31__straggling_30 1","7673__charge_18__density_19 2","7673__uniform_21__density_19 2",,,,,"259__giving_19__power_20 1","3433__argument_5__lot_2 1","3433__equivalence_15__lot_2 2",,,,,"40__A-_12__levels_13 2","3252__tundra_18__inhabitants_15 1","3252__latitudes_21__inhabitants_15 2",,,,,"1422__suspicion_24__deep_23 2",2,3,1,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","378XPAWRUCDWSK62V5LDZGINM5YAIV",184,"Rejected","Mon Jan 16 18:49:12 PST 2017",,"Tue Jan 17 07:41:44 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",101,"1445__sort_2__system_4 0","1445__justice_6__system_4 0",,,,,,"7676__obtained_6__follows_18 0","7731__lines_40__flow_43 0","7731__current_42__flow_43 0",,,,,"5954__bushes_31__straggling_30 0","7673__charge_18__density_19 0","7673__uniform_21__density_19 0",,,,,"259__giving_19__power_20 0","3433__argument_5__lot_2 0","3433__equivalence_15__lot_2 0",,,,,"40__A-_12__levels_13 0","3252__tundra_18__inhabitants_15 0","3252__latitudes_21__inhabitants_15 0",,,,,"1422__suspicion_24__deep_23 0",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","3F1567XTNW5V4ZKGG7CMCNYP7ZYQ94",48,"Approved","Tue Jan 17 09:39:06 PST 2017","Tue Jan 17 10:10:30 PST 2017",,,173,"1445__sort_2__system_4 1","1445__justice_6__system_4 1",,,,,,"7676__obtained_6__follows_18 2","7731__lines_40__flow_43 2","7731__current_42__flow_43 1",,,,,"5954__bushes_31__straggling_30 3","7673__charge_18__density_19 1","7673__uniform_21__density_19 1",,,,,"259__giving_19__power_20 1","3433__argument_5__lot_2 2","3433__equivalence_15__lot_2 1",,,,,"40__A-_12__levels_13 0","3252__tundra_18__inhabitants_15 2","3252__latitudes_21__inhabitants_15 0",,,,,"1422__suspicion_24__deep_23 3",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","3JAOYWH7VI4KD243O24QV1ZVXSJL9G",190,"Rejected","Mon Jan 16 23:02:25 PST 2017",,"Tue Jan 17 07:41:44 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",359,"1445__sort_2__system_4 0","1445__justice_6__system_4 0",,,,,,"7676__obtained_6__follows_18 0","7731__lines_40__flow_43 1","7731__current_42__flow_43 1",,,,,"5954__bushes_31__straggling_30 1","7673__charge_18__density_19 0","7673__uniform_21__density_19 0",,,,,"259__giving_19__power_20 1","3433__argument_5__lot_2 0","3433__equivalence_15__lot_2 0",,,,,"40__A-_12__levels_13 0","3252__tundra_18__inhabitants_15 0","3252__latitudes_21__inhabitants_15 0",,,,,"1422__suspicion_24__deep_23 1",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","3MHW492WW0D2GRZRRFA1NW3HOQMMVV",200,"Rejected","Tue Jan 17 10:21:55 PST 2017",,"Tue Jan 17 11:36:10 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",133,"1445__sort_2__system_4 0","1445__justice_6__system_4 0",,,,,,"7676__obtained_6__follows_18 0","7731__lines_40__flow_43 0","7731__current_42__flow_43 0",,,,,"5954__bushes_31__straggling_30 0","7673__charge_18__density_19 0","7673__uniform_21__density_19 0",,,,,"259__giving_19__power_20 0","3433__argument_5__lot_2 0","3433__equivalence_15__lot_2 0",,,,,"40__A-_12__levels_13 0","3252__tundra_18__inhabitants_15 0","3252__latitudes_21__inhabitants_15 0",,,,,"1422__suspicion_24__deep_23 0",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","3MRNMEIQW56WGSHK0I9SHXILODNLDM",187,"Approved","Tue Jan 17 09:17:14 PST 2017","Tue Jan 17 10:10:30 PST 2017",,,114,"1445__sort_2__system_4 0","1445__justice_6__system_4 3",,,,,,"7676__obtained_6__follows_18 1","7731__lines_40__flow_43 3","7731__current_42__flow_43 3",,,,,"5954__bushes_31__straggling_30 3","7673__charge_18__density_19 1","7673__uniform_21__density_19 1",,,,,"259__giving_19__power_20 3","3433__argument_5__lot_2 1","3433__equivalence_15__lot_2 3",,,,,"40__A-_12__levels_13 0","3252__tundra_18__inhabitants_15 0","3252__latitudes_21__inhabitants_15 1",,,,,"1422__suspicion_24__deep_23 1",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","3NOKK93PR18N2SLSFRX8AKAMFRBEE7",4,"Approved","Mon Jan 16 14:10:01 PST 2017","Tue Jan 17 07:41:44 PST 2017",,,113,"1445__sort_2__system_4 1","1445__justice_6__system_4 2",,,,,,"7676__obtained_6__follows_18 0","7731__lines_40__flow_43 0","7731__current_42__flow_43 2",,,,,"5954__bushes_31__straggling_30 3","7673__charge_18__density_19 1","7673__uniform_21__density_19 0",,,,,"259__giving_19__power_20 1","3433__argument_5__lot_2 0","3433__equivalence_15__lot_2 0",,,,,"40__A-_12__levels_13 1","3252__tundra_18__inhabitants_15 2","3252__latitudes_21__inhabitants_15 1",,,,,"1422__suspicion_24__deep_23 2",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","3WT783CTPBHAYRPU99PNJO4YRIZBCP",2,"Approved","Mon Jan 16 18:53:56 PST 2017","Tue Jan 17 07:41:44 PST 2017",,,346,"1445__sort_2__system_4 0","1445__justice_6__system_4 1",,,,,,"7676__obtained_6__follows_18 0","7731__lines_40__flow_43 2","7731__current_42__flow_43 1",,,,,"5954__bushes_31__straggling_30 3","7673__charge_18__density_19 2","7673__uniform_21__density_19 1",,,,,"259__giving_19__power_20 1","3433__argument_5__lot_2 0","3433__equivalence_15__lot_2 0",,,,,"40__A-_12__levels_13 1","3252__tundra_18__inhabitants_15 2","3252__latitudes_21__inhabitants_15 0",,,,,"1422__suspicion_24__deep_23 2",3,1,0,,
"3O2Y2UIUCPTG7MF4GMNF2DD7FQOKFD","3YT88D1N08YNEUX5MTRFPOJU8ZV3K3",197,"Approved","Mon Jan 16 18:47:10 PST 2017","Tue Jan 17 07:41:44 PST 2017",,,412,"1445__sort_2__system_4 3","1445__justice_6__system_4 1",,,,,,"7676__obtained_6__follows_18 0","7731__lines_40__flow_43 3","7731__current_42__flow_43 3",,,,,"5954__bushes_31__straggling_30 3","7673__charge_18__density_19 3","7673__uniform_21__density_19 0",,,,,"259__giving_19__power_20 3","3433__argument_5__lot_2 2","3433__equivalence_15__lot_2 3",,,,,"40__A-_12__levels_13 3","3252__tundra_18__inhabitants_15 0","3252__latitudes_21__inhabitants_15 3",,,,,"1422__suspicion_24__deep_23 3",3,1,0,,
"3VADEH0UHBWQMIH6ZYSM5TILYQOPS2","39GXDJN2OTENV2XNXE0IIE2M4JG8V8",179,"Approved","Mon Jan 16 14:05:37 PST 2017","Tue Jan 17 07:41:44 PST 2017",,,190,"5904__gone_13__restrained_22 0","5904__diplomatically_21__restrained_22 1",,,,,,"5873__process_12__shrinking_11 0","45__goals_9__reduce_31 0","45__inequalities_35__reduce_31 0",,,,,"7614__function_9__scalar_8 0","7728__lines_12__flow_15 0","7728__current_14__flow_15 0",,,,,"6006__clarity_22__cold_21 1","7690__magnetic_25__field_26 0","7690__chance_29__field_26 0",,,,,"7669__charges_10__positive_7 0","6114__Women_1__change_4 0","6114__names_6__change_4 0",,,,,"7965__daily_11__pabulum_17 2",3,1,0,,
"3VADEH0UHBWQMIH6ZYSM5TILYQOPS2","3E337GFOL98PGCUWELQF0AP7602NGZ",187,"Approved","Tue Jan 17 09:12:42 PST 2017","Tue Jan 17 10:10:30 PST 2017",,,149,"5904__gone_13__restrained_22 1","5904__diplomatically_21__restrained_22 2",,,,,,"5873__process_12__shrinking_11 3","45__goals_9__reduce_31 1","45__inequalities_35__reduce_31 1",,,,,"7614__function_9__scalar_8 1","7728__lines_12__flow_15 3","7728__current_14__flow_15 3",,,,,"6006__clarity_22__cold_21 3","7690__magnetic_25__field_26 3","7690__chance_29__field_26 3",,,,,"7669__charges_10__positive_7 3","6114__Women_1__change_4 3","6114__names_6__change_4 2",,,,,"7965__daily_11__pabulum_17 2",3,1,0,,
"3VADEH0UHBWQMIH6ZYSM5TILYQOPS2","3EFE17QCRC50WLHC6NPJK4BE8YQSHG",131,"Approved","Mon Jan 16 19:06:02 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,131,"5904__gone_13__restrained_22 0","5904__diplomatically_21__restrained_22 1",,,,,,"5873__process_12__shrinking_11 1","45__goals_9__reduce_31 0","45__inequalities_35__reduce_31 1",,,,,"7614__function_9__scalar_8 0","7728__lines_12__flow_15 0","7728__current_14__flow_15 1",,,,,"6006__clarity_22__cold_21 3","7690__magnetic_25__field_26 2","7690__chance_29__field_26 0",,,,,"7669__charges_10__positive_7 1","6114__Women_1__change_4 1","6114__names_6__change_4 0",,,,,"7965__daily_11__pabulum_17 1",3,1,0,,
"3VADEH0UHBWQMIH6ZYSM5TILYQOPS2","3GM6G9ZBKNXN3ZV2MKAMMEFWR31MT6",2,"Approved","Mon Jan 16 18:10:49 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,289,"5904__gone_13__restrained_22 0","5904__diplomatically_21__restrained_22 3",,,,,,"5873__process_12__shrinking_11 2","45__goals_9__reduce_31 0","45__inequalities_35__reduce_31 1",,,,,"7614__function_9__scalar_8 2","7728__lines_12__flow_15 2","7728__current_14__flow_15 2",,,,,"6006__clarity_22__cold_21 3","7690__magnetic_25__field_26 1","7690__chance_29__field_26 0",,,,,"7669__charges_10__positive_7 1","6114__Women_1__change_4 0","6114__names_6__change_4 1",,,,,"7965__daily_11__pabulum_17 3",3,1,0,,
"3VADEH0UHBWQMIH6ZYSM5TILYQOPS2","3SLE99ER0NDN6K041N9VUM5J006ZBX",4,"Approved","Mon Jan 16 14:11:58 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,75,"5904__gone_13__restrained_22 0","5904__diplomatically_21__restrained_22 2",,,,,,"5873__process_12__shrinking_11 1","45__goals_9__reduce_31 0","45__inequalities_35__reduce_31 1",,,,,"7614__function_9__scalar_8 3","7728__lines_12__flow_15 0","7728__current_14__flow_15 2",,,,,"6006__clarity_22__cold_21 2","7690__magnetic_25__field_26 1","7690__chance_29__field_26 0",,,,,"7669__charges_10__positive_7 1","6114__Women_1__change_4 0","6114__names_6__change_4 1",,,,,"7965__daily_11__pabulum_17 3",3,1,0,,
"3VADEH0UHBWQMIH6ZYSM5TILYQOPS2","3XLBSAQ9Z4C048XEO6XFPKJNHAU7ZY",184,"Rejected","Mon Jan 16 18:51:01 PST 2017",,"Tue Jan 17 07:41:45 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",77,"5904__gone_13__restrained_22 0","5904__diplomatically_21__restrained_22 0",,,,,,"5873__process_12__shrinking_11 0","45__goals_9__reduce_31 0","45__inequalities_35__reduce_31 0",,,,,"7614__function_9__scalar_8 0","7728__lines_12__flow_15 0","7728__current_14__flow_15 0",,,,,"6006__clarity_22__cold_21 1","7690__magnetic_25__field_26 0","7690__chance_29__field_26 0",,,,,"7669__charges_10__positive_7 0","6114__Women_1__change_4 0","6114__names_6__change_4 0",,,,,"7965__daily_11__pabulum_17 0",3,1,0,,
"3R5OYNIC2B8R1IULOYXCFYE7092PTR","3B837J3LDOWDLFVF2S1DY8DKV7ASRZ",4,"Approved","Mon Jan 16 14:21:29 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,565,"6085__time_24__concocted_25 3","6085__tale_27__concocted_25 0",,,,,,"7899__released_32__grip_34 0","7812__haystacks_17__veil_21 2","7812__enveloping_20__veil_21 3",,,,,"6126__bad_14__dream_19 0","7683__comparison_16__force_20 1","7683__electric_19__force_20 1",,,,,"7891__flowers_29__hair_31 3","10__profits_7__regard_5 1","10__earnings_9__regard_5 1",,,,,"7612__alternative_10__formulations_11 2","3052__charity_18__distributes_36 0","3052__people_41__distributes_36 1",,,,,"7709__constricted_31__beam_27 0",3,1,0,,
"3R5OYNIC2B8R1IULOYXCFYE7092PTR","3IAS3U3I0FGX09XSCG0H7BVCFRL2B6",2,"Approved","Mon Jan 16 18:15:40 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,310,"6085__time_24__concocted_25 0","6085__tale_27__concocted_25 2",,,,,,"7899__released_32__grip_34 1","7812__haystacks_17__veil_21 2","7812__enveloping_20__veil_21 3",,,,,"6126__bad_14__dream_19 2","7683__comparison_16__force_20 0","7683__electric_19__force_20 2",,,,,"7891__flowers_29__hair_31 0","10__profits_7__regard_5 0","10__earnings_9__regard_5 0",,,,,"7612__alternative_10__formulations_11 2","3052__charity_18__distributes_36 0","3052__people_41__distributes_36 0",,,,,"7709__constricted_31__beam_27 1",3,1,0,,
"3R5OYNIC2B8R1IULOYXCFYE7092PTR","3LEIZ60CDJZ4IRL733VZ3GATC0IZ92",131,"Approved","Mon Jan 16 19:02:58 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,155,"6085__time_24__concocted_25 1","6085__tale_27__concocted_25 3",,,,,,"7899__released_32__grip_34 0","7812__haystacks_17__veil_21 0","7812__enveloping_20__veil_21 2",,,,,"6126__bad_14__dream_19 0","7683__comparison_16__force_20 0","7683__electric_19__force_20 1",,,,,"7891__flowers_29__hair_31 2","10__profits_7__regard_5 1","10__earnings_9__regard_5 0",,,,,"7612__alternative_10__formulations_11 0","3052__charity_18__distributes_36 0","3052__people_41__distributes_36 0",,,,,"7709__constricted_31__beam_27 1",3,1,0,,
"3R5OYNIC2B8R1IULOYXCFYE7092PTR","3QRYMNZ7FYHTLHG2YLPMZT4WWTDTNF",197,"Approved","Mon Jan 16 18:54:02 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,98,"6085__time_24__concocted_25 0","6085__tale_27__concocted_25 3",,,,,,"7899__released_32__grip_34 1","7812__haystacks_17__veil_21 0","7812__enveloping_20__veil_21 0",,,,,"6126__bad_14__dream_19 3","7683__comparison_16__force_20 3","7683__electric_19__force_20 3",,,,,"7891__flowers_29__hair_31 0","10__profits_7__regard_5 1","10__earnings_9__regard_5 1",,,,,"7612__alternative_10__formulations_11 0","3052__charity_18__distributes_36 3","3052__people_41__distributes_36 0",,,,,"7709__constricted_31__beam_27 0",3,1,0,,
"3R5OYNIC2B8R1IULOYXCFYE7092PTR","3R08VXYT7CVWADS9DJD8QGP508JW7Q",53,"Approved","Mon Jan 16 16:33:17 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,577,"6085__time_24__concocted_25 0","6085__tale_27__concocted_25 1",,,,,,"7899__released_32__grip_34 0","7812__haystacks_17__veil_21 3","7812__enveloping_20__veil_21 2",,,,,"6126__bad_14__dream_19 0","7683__comparison_16__force_20 0","7683__electric_19__force_20 0",,,,,"7891__flowers_29__hair_31 3","10__profits_7__regard_5 0","10__earnings_9__regard_5 0",,,,,"7612__alternative_10__formulations_11 0","3052__charity_18__distributes_36 0","3052__people_41__distributes_36 0",,,,,"7709__constricted_31__beam_27 0",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","34YB12FSQYOJYU9W2KBFNV071ASMGY",187,"Approved","Tue Jan 17 09:10:41 PST 2017","Tue Jan 17 10:10:29 PST 2017",,,120,"6126__stepping_24__set_27 1","6126__film_33__set_27 3",,,,,,"10716__int_9__quick_8 1","395__impact_2__immediate_25 2","395__president_9__immediate_25 1",,,,,"12442__add_1__add_3 0","7660__follows_52__[formula]_54 3","7660__curve_59__[formula]_54 3",,,,,"40__transform_4__hopes_2 1","7637__moment_8__sort_10 1","7637__coordinates_13__sort_10 3",,,,,"6021__stand_5__rally_2 3","58__balance_7__power_9 3","58__society_11__power_9 1",,,,,"7985__women_38__soft_35 3",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","3A1PQ49WVHH021IIT4AZO3O5IYDH1L",184,"Rejected","Mon Jan 16 18:54:25 PST 2017",,"Tue Jan 17 07:41:45 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",79,"6126__stepping_24__set_27 1","6126__film_33__set_27 0",,,,,,"10716__int_9__quick_8 0","395__impact_2__immediate_25 0","395__president_9__immediate_25 0",,,,,"12442__add_1__add_3 0","7660__follows_52__[formula]_54 0","7660__curve_59__[formula]_54 0",,,,,"40__transform_4__hopes_2 0","7637__moment_8__sort_10 0","7637__coordinates_13__sort_10 1",,,,,"6021__stand_5__rally_2 0","58__balance_7__power_9 1","58__society_11__power_9 0",,,,,"7985__women_38__soft_35 0",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","3A9AA95ATWMR30HPD4KG023DG6VP5L",123,"Rejected","Mon Jan 16 20:07:44 PST 2017",,"Tue Jan 17 07:41:45 PST 2017","Auto-Reject: Quality-control program identified this assignment as spam.",79,"6126__stepping_24__set_27 0","6126__film_33__set_27 0",,,,,,"10716__int_9__quick_8 0","395__impact_2__immediate_25 1","395__president_9__immediate_25 0",,,,,"12442__add_1__add_3 0","7660__follows_52__[formula]_54 0","7660__curve_59__[formula]_54 0",,,,,"40__transform_4__hopes_2 0","7637__moment_8__sort_10 0","7637__coordinates_13__sort_10 0",,,,,"6021__stand_5__rally_2 0","58__balance_7__power_9 0","58__society_11__power_9 2",,,,,"7985__women_38__soft_35 0",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","3DEL4X4EL6LUEXT0AXZU5CN9D94XYR",197,"Approved","Mon Jan 16 18:42:51 PST 2017","Tue Jan 17 07:41:46 PST 2017",,,136,"6126__stepping_24__set_27 3","6126__film_33__set_27 3",,,,,,"10716__int_9__quick_8 2","395__impact_2__immediate_25 1","395__president_9__immediate_25 1",,,,,"12442__add_1__add_3 3","7660__follows_52__[formula]_54 3","7660__curve_59__[formula]_54 1",,,,,"40__transform_4__hopes_2 3","7637__moment_8__sort_10 0","7637__coordinates_13__sort_10 0",,,,,"6021__stand_5__rally_2 3","58__balance_7__power_9 3","58__society_11__power_9 3",,,,,"7985__women_38__soft_35 3",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","3QAVNHZ3EM4YILE8G8IQRWAF3BTLAP",48,"Approved","Tue Jan 17 09:40:06 PST 2017","Tue Jan 17 10:10:29 PST 2017",,,197,"6126__stepping_24__set_27 3","6126__film_33__set_27 1",,,,,,"10716__int_9__quick_8 3","395__impact_2__immediate_25 1","395__president_9__immediate_25 2",,,,,"12442__add_1__add_3 0","7660__follows_52__[formula]_54 1","7660__curve_59__[formula]_54 1",,,,,"40__transform_4__hopes_2 2","7637__moment_8__sort_10 3","7637__coordinates_13__sort_10 2",,,,,"6021__stand_5__rally_2 0","58__balance_7__power_9 1","58__society_11__power_9 1",,,,,"7985__women_38__soft_35 1",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","3QEMNNSB2XZX17SIWO8IYS0KTSBD7W",4,"Approved","Mon Jan 16 15:53:22 PST 2017","Tue Jan 17 07:41:45 PST 2017",,,86,"6126__stepping_24__set_27 0","6126__film_33__set_27 1",,,,,,"10716__int_9__quick_8 0","395__impact_2__immediate_25 0","395__president_9__immediate_25 0",,,,,"12442__add_1__add_3 1","7660__follows_52__[formula]_54 0","7660__curve_59__[formula]_54 0",,,,,"40__transform_4__hopes_2 1","7637__moment_8__sort_10 0","7637__coordinates_13__sort_10 2",,,,,"6021__stand_5__rally_2 3","58__balance_7__power_9 1","58__society_11__power_9 1",,,,,"7985__women_38__soft_35 1",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","3XC1O3LBOSM3XHDHM897M107RYBLT3",2,"Approved","Mon Jan 16 18:06:55 PST 2017","Tue Jan 17 07:41:46 PST 2017",,,233,"6126__stepping_24__set_27 2","6126__film_33__set_27 1",,,,,,"10716__int_9__quick_8 1","395__impact_2__immediate_25 2","395__president_9__immediate_25 0",,,,,"12442__add_1__add_3 0","7660__follows_52__[formula]_54 0","7660__curve_59__[formula]_54 0",,,,,"40__transform_4__hopes_2 1","7637__moment_8__sort_10 1","7637__coordinates_13__sort_10 1",,,,,"6021__stand_5__rally_2 2","58__balance_7__power_9 2","58__society_11__power_9 1",,,,,"7985__women_38__soft_35 2",3,1,0,,
"3TFJJUELSGOENUR40ERAUB6A1DAC28","3ZQIG0FLQEGYL3T5VHGOWU58MSZVWU",185,"Approved","Tue Jan 17 10:07:38 PST 2017","Tue Jan 17 11:36:10 PST 2017",,,309,"6126__stepping_24__set_27 1","6126__film_33__set_27 0",,,,,,"10716__int_9__quick_8 3","395__impact_2__immediate_25 1","395__president_9__immediate_25 1",,,,,"12442__add_1__add_3 0","7660__follows_52__[formula]_54 0","7660__curve_59__[formula]_54 0",,,,,"40__transform_4__hopes_2 1","7637__moment_8__sort_10 1","7637__coordinates_13__sort_10 0",,,,,"6021__stand_5__rally_2 1","58__balance_7__power_9 1","58__society_11__power_9 1",,,,,"7985__women_38__soft_35 1",3,1,0,,
"3PZDSVZ3J4G7HC3ITIJC31XKKVK4NE","3J4Q2Z4UTY36GVXO9IMEQ7605YHQWO",201,"Approved","Mon Jan 16 18:30:58 PST 2017","Tue Jan 17 07:41:46 PST 2017",,,248,"7771__cathedrals_49__blazed_50 0","7771__light_53__blazed_50 1",,,,,,"10302__shop_13__bloody_12 0","7660__defined_38__[formula]_40 0","7660__rewritten_44__[formula]_40 0",,,,,"2379__retirement_5__taking_3 0","3270__probably_6__answers_4 0","3270__obtained_7__answers_4 0",,,,,"12484__equations_14__addition_13 0","7812__quoted_6__enveloping_20 0","7812__veil_21__enveloping_20 0",,,,,"3433__reading_40__layman_43 0","357__paraphernalia_23__world_29 0","357__infant_26__world_29 0",,,,,"7644__path_7__integration_6 0",3,1,0,,
"3PZDSVZ3J4G7HC3ITIJC31XKKVK4NE","3JPSL1DZ5SZO6LHTSLY54OE484EANX",4,"Approved","Mon Jan 16 14:13:16 PST 2017","Tue Jan 17 07:41:46 PST 2017",,,123,"7771__cathedrals_49__blazed_50 2","7771__light_53__blazed_50 2",,,,,,"10302__shop_13__bloody_12 2","7660__defined_38__[formula]_40 0","7660__rewritten_44__[formula]_40 0",,,,,"2379__retirement_5__taking_3 0","3270__probably_6__answers_4 0","3270__obtained_7__answers_4 0",,,,,"12484__equations_14__addition_13 1","7812__quoted_6__enveloping_20 3","7812__veil_21__enveloping_20 3",,,,,"3433__reading_40__layman_43 2","357__paraphernalia_23__world_29 3","357__infant_26__world_29 1",,,,,"7644__path_7__integration_6 1",3,1,0,,
"3PZDSVZ3J4G7HC3ITIJC31XKKVK4NE","3LRLIPTPEQ9NYFWQV86PCWX0E99KA2",179,"Approved","Mon Jan 16 14:13:53 PST 2017","Tue Jan 17 07:41:46 PST 2017",,,170,"7771__cathedrals_49__blazed_50 0","7771__light_53__blazed_50 1",,,,,,"10302__shop_13__bloody_12 1","7660__defined_38__[formula]_40 0","7660__rewritten_44__[formula]_40 0",,,,,"2379__retirement_5__taking_3 0","3270__probably_6__answers_4 0","3270__obtained_7__answers_4 0",,,,,"12484__equations_14__addition_13 0","7812__quoted_6__enveloping_20 0","7812__veil_21__enveloping_20 2",,,,,"3433__reading_40__layman_43 0","357__paraphernalia_23__world_29 0","357__infant_26__world_29 1",,,,,"7644__path_7__integration_6 0",3,1,0,,
"3PZDSVZ3J4G7HC3ITIJC31XKKVK4NE","3OB0CAO74HPXS7TL5TH82QZFPJLYHZ",197,"Approved","Mon Jan 16 18:45:09 PST 2017","Tue Jan 17 07:41:46 PST 2017",,,119,"7771__cathedrals_49__blazed_50 2","7771__light_53__blazed_50 3",,,,,,"10302__shop_13__bloody_12 0","7660__defined_38__[formula]_40 3","7660__rewritten_44__[formula]_40 3",,,,,"2379__retirement_5__taking_3 3","3270__probably_6__answers_4 1","3270__obtained_7__answers_4 3",,,,,"12484__equations_14__addition_13 3","7812__quoted_6__enveloping_20 0","7812__veil_21__enveloping_20 1",,,,,"3433__reading_40__layman_43 1","357__paraphernalia_23__world_29 1","357__infant_26__world_29 1",,,,,"7644__path_7__integration_6 2",3,1,0,,
"3PZDSVZ3J4G7HC3ITIJC31XKKVK4NE","3R5F3LQFV2K7PEPD5SEH065I7ZXOZY",202,"Approved","Mon Jan 16 16:36:30 PST 2017","Tue Jan 17 07:41:47 PST 2017",,,216,"7771__cathedrals_49__blazed_50 0","7771__light_53__blazed_50 3",,,,,,"10302__shop_13__bloody_12 1","7660__defined_38__[formula]_40 0","7660__rewritten_44__[formula]_40 1",,,,,"2379__retirement_5__taking_3 0","3270__probably_6__answers_4 0","3270__obtained_7__answers_4 0",,,,,"12484__equations_14__addition_13 1","7812__quoted_6__enveloping_20 0","7812__veil_21__enveloping_20 3",,,,,"3433__reading_40__layman_43 0","357__paraphernalia_23__world_29 0","357__infant_26__world_29 1",,,,,"7644__path_7__integration_6 1",3,1,0,,
